PMID,Specimen type,Value,Unit,Time to specimen,Time unit,summary statistics,Variation type,variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
24134697.0,venous blood,2,ml,132.39,min,mean,SD,42.07,minmax,67.0,230.0,31.0,maternal,delivery,,control group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,298,2025-12-02T16:05:06.769793
24134697.0,venous blood,2,ml,28.7,min,mean,SD,18.18,minmax,10.0,93.0,30.0,maternal,delivery,,hypertension group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,299,2025-12-02T16:05:06.769793
24134697.0,venous blood,2,ml,64.37,min,mean,SD,22.69,minmax,25.0,114.0,30.0,maternal,delivery,,hypertension group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,300,2025-12-02T16:05:06.769793
24134697.0,venous blood,2,ml,130.4,min,mean,SD,39.9,minmax,76.0,278.0,30.0,maternal,delivery,,hypertension group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,301,2025-12-02T16:05:06.769793
24134697.0,venous blood,2,ml,20.31,min,mean,SD,11.84,minmax,7.0,42.0,14.0,maternal,delivery,,diabetes group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,302,2025-12-02T16:05:06.769793
24134697.0,venous blood,2,ml,45.38,min,mean,SD,30.25,minmax,18.0,138.0,14.0,maternal,delivery,,diabetes group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,303,2025-12-02T16:05:06.769793
24134697.0,venous blood,2,ml,122.38,min,mean,SD,22.61,minmax,92.0,172.0,14.0,maternal,delivery,,diabetes group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,304,2025-12-02T16:05:06.769793
24134697.0,umbilical cord venous blood,,,,,,,,,,,75.0,pediatric,fetus,,at delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,305,2025-12-02T16:05:06.769793
24134697.0,umbilical cord arterial blood,,,,,,,,,,,75.0,pediatric,fetus,,at delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,306,2025-12-02T16:05:06.769793
24134697.0,venous blood,2,ml,25.9,min,mean,SD,21.51,minmax,5.0,118.0,31.0,maternal,delivery,,control group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,296,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,60.23,min,mean,SD,31.87,minmax,18.0,144.0,31.0,maternal,delivery,,control group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,297,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,132.39,min,mean,SD,42.07,minmax,67.0,230.0,31.0,maternal,delivery,,control group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,298,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,28.7,min,mean,SD,18.18,minmax,10.0,93.0,30.0,maternal,delivery,,hypertension group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,299,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,64.37,min,mean,SD,22.69,minmax,25.0,114.0,30.0,maternal,delivery,,hypertension group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,300,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,130.4,min,mean,SD,39.9,minmax,76.0,278.0,30.0,maternal,delivery,,hypertension group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,301,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,20.31,min,mean,SD,11.84,minmax,7.0,42.0,14.0,maternal,delivery,,diabetes group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,302,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,45.38,min,mean,SD,30.25,minmax,18.0,138.0,14.0,maternal,delivery,,diabetes group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,303,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,122.38,min,mean,SD,22.61,minmax,92.0,172.0,14.0,maternal,delivery,,diabetes group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,304,2025-12-02T16:05:11.297067
24134697.0,umbilical cord venous blood,,,,,,,,,,,75.0,pediatric,fetus,,at delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,305,2025-12-02T16:05:11.297067
24134697.0,umbilical cord arterial blood,,,,,,,,,,,75.0,pediatric,fetus,,at delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,306,2025-12-02T16:05:11.297067
24134697.0,venous blood,2,ml,25.9,min,mean,SD,21.51,minmax,5.0,118.0,31.0,maternal,delivery,,control group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,296,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,60.23,min,mean,SD,31.87,minmax,18.0,144.0,31.0,maternal,delivery,,control group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,297,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,132.39,min,mean,SD,42.07,minmax,67.0,230.0,31.0,maternal,delivery,,control group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,298,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,28.7,min,mean,SD,18.18,minmax,10.0,93.0,30.0,maternal,delivery,,hypertension group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,299,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,64.37,min,mean,SD,22.69,minmax,25.0,114.0,30.0,maternal,delivery,,hypertension group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,300,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,130.4,min,mean,SD,39.9,minmax,76.0,278.0,30.0,maternal,delivery,,hypertension group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,301,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,20.31,min,mean,SD,11.84,minmax,7.0,42.0,14.0,maternal,delivery,,diabetes group; First sample was taken after application of diazepam and before cesarean section (time t1),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,302,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,45.38,min,mean,SD,30.25,minmax,18.0,138.0,14.0,maternal,delivery,,diabetes group; Second sample of maternal blood was taken at the same time with clamping of the infant’s umbilical cord (time t2),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,303,2025-12-02T16:05:13.141371
24134697.0,venous blood,2,ml,122.38,min,mean,SD,22.61,minmax,92.0,172.0,14.0,maternal,delivery,,diabetes group; Third sample was taken after cesarean section (time t3),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,304,2025-12-02T16:05:13.141371
24134697.0,umbilical cord venous blood,,,,,,,,,,,75.0,pediatric,fetus,,at delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,305,2025-12-02T16:05:13.141371
24134697.0,umbilical cord arterial blood,,,,,,,,,,,75.0,pediatric,fetus,,at delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,306,2025-12-02T16:05:13.141371
3114732.0,venous blood,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,307,2025-12-02T16:05:06.614238
3114732.0,amniotic fluid,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,308,2025-12-02T16:05:06.614238
3114732.0,CSF,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,309,2025-12-02T16:05:06.614238
3114732.0,umbilical cord blood,,,,,,,,,,,15.0,pediatric,,fetus,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,310,2025-12-02T16:05:06.614238
3114732.0,venous blood,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,307,2025-12-02T16:05:06.769793
3114732.0,amniotic fluid,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,308,2025-12-02T16:05:06.769793
3114732.0,CSF,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,309,2025-12-02T16:05:06.769793
3114732.0,umbilical cord blood,,,,,,,,,,,15.0,pediatric,,fetus,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,310,2025-12-02T16:05:06.769793
3114732.0,venous blood,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,307,2025-12-02T16:05:11.297067
3114732.0,amniotic fluid,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,308,2025-12-02T16:05:11.297067
3114732.0,CSF,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,309,2025-12-02T16:05:11.297067
3114732.0,umbilical cord blood,,,,,,,,,,,15.0,pediatric,,fetus,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,310,2025-12-02T16:05:11.297067
3114732.0,venous blood,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,307,2025-12-02T16:05:13.141371
3114732.0,amniotic fluid,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,308,2025-12-02T16:05:13.141371
3114732.0,CSF,2,ml,,,,,,,,,15.0,maternal,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,309,2025-12-02T16:05:13.141371
3114732.0,umbilical cord blood,,,,,,,,,,,15.0,pediatric,,fetus,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,310,2025-12-02T16:05:13.141371
2721106.0,blood,,,,,,,,,,,5.0,maternal,delivery,,"A blood sample was collected on the day before delivery. Further blood samples were collected 0.08, 0.25, 0.5, 1, 1.5, 2, 2.5, 3.5, 4.5, 5.5,6.5, 8, 10, 24, 30, 48, 54, and72 hours after diazepam administration.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,311,2025-12-02T16:05:06.614238
2721106.0,umbilical venous blood,,,,,,,,,,,5.0,pediatric,,fetus,Umbilical venous blood was collected from the clamped cord after delivery of the placenta. ,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,312,2025-12-02T16:05:06.614238
2721106.0,blood,,,,,,,,,,,5.0,maternal,delivery,,"A blood sample was collected on the day before delivery. Further blood samples were collected 0.08, 0.25, 0.5, 1, 1.5, 2, 2.5, 3.5, 4.5, 5.5,6.5, 8, 10, 24, 30, 48, 54, and72 hours after diazepam administration.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,311,2025-12-02T16:05:06.769793
2721106.0,umbilical venous blood,,,,,,,,,,,5.0,pediatric,,fetus,Umbilical venous blood was collected from the clamped cord after delivery of the placenta. ,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,312,2025-12-02T16:05:06.769793
2721106.0,blood,,,,,,,,,,,5.0,maternal,delivery,,"A blood sample was collected on the day before delivery. Further blood samples were collected 0.08, 0.25, 0.5, 1, 1.5, 2, 2.5, 3.5, 4.5, 5.5,6.5, 8, 10, 24, 30, 48, 54, and72 hours after diazepam administration.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,311,2025-12-02T16:05:11.297067
2721106.0,umbilical venous blood,,,,,,,,,,,5.0,pediatric,,fetus,Umbilical venous blood was collected from the clamped cord after delivery of the placenta. ,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,312,2025-12-02T16:05:11.297067
2721106.0,blood,,,,,,,,,,,5.0,maternal,delivery,,"A blood sample was collected on the day before delivery. Further blood samples were collected 0.08, 0.25, 0.5, 1, 1.5, 2, 2.5, 3.5, 4.5, 5.5,6.5, 8, 10, 24, 30, 48, 54, and72 hours after diazepam administration.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,311,2025-12-02T16:05:13.141371
2721106.0,umbilical venous blood,,,,,,,,,,,5.0,pediatric,,fetus,Umbilical venous blood was collected from the clamped cord after delivery of the placenta. ,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,312,2025-12-02T16:05:13.141371
2105100.0,venous blood,10,ml,,,,,,,,,1.0,maternal,lactation,,"0.8-1.3 h after the morning dose of diazepam on on days14,15,23,25 and 30 of the  withdrawal schedule, and on day 39 when the patient had been drug free for 9 days. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,313,2025-12-02T16:05:06.614238
2105100.0,breast milk,20,ml,,,,,,,,,1.0,maternal,lactation,,"Pre-feed samples were obtained 1.1-1.7 h and immediate post-feed samples 1.6-2.6 h respectively after the morning dose of diazepam on days 14, 15, 23, 25 and 30 of the withdrawal schedule, and on day 39 when the patient had been drug free for 9 days.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,314,2025-12-02T16:05:06.614238
2105100.0,venous blood,2,ml,,,,,,,,,1.0,pediatric,,infant,Venous blood (2ml) was obtained from the infant 2.2 and 3.7 h after the mother's morning dose of diazepam on days 14 and 28 during the withdrawal procedure and again after the mother had been drug free for 8 days ,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,315,2025-12-02T16:05:06.614238
2105100.0,venous blood,10,ml,,,,,,,,,1.0,maternal,lactation,,"0.8-1.3 h after the morning dose of diazepam on on days14,15,23,25 and 30 of the  withdrawal schedule, and on day 39 when the patient had been drug free for 9 days. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,313,2025-12-02T16:05:06.769793
2105100.0,breast milk,20,ml,,,,,,,,,1.0,maternal,lactation,,"Pre-feed samples were obtained 1.1-1.7 h and immediate post-feed samples 1.6-2.6 h respectively after the morning dose of diazepam on days 14, 15, 23, 25 and 30 of the withdrawal schedule, and on day 39 when the patient had been drug free for 9 days.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,314,2025-12-02T16:05:06.769793
2105100.0,venous blood,2,ml,,,,,,,,,1.0,pediatric,,infant,Venous blood (2ml) was obtained from the infant 2.2 and 3.7 h after the mother's morning dose of diazepam on days 14 and 28 during the withdrawal procedure and again after the mother had been drug free for 8 days ,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,315,2025-12-02T16:05:06.769793
2105100.0,venous blood,10,ml,,,,,,,,,1.0,maternal,lactation,,"0.8-1.3 h after the morning dose of diazepam on on days14,15,23,25 and 30 of the  withdrawal schedule, and on day 39 when the patient had been drug free for 9 days. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,313,2025-12-02T16:05:11.297067
2105100.0,breast milk,20,ml,,,,,,,,,1.0,maternal,lactation,,"Pre-feed samples were obtained 1.1-1.7 h and immediate post-feed samples 1.6-2.6 h respectively after the morning dose of diazepam on days 14, 15, 23, 25 and 30 of the withdrawal schedule, and on day 39 when the patient had been drug free for 9 days.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,314,2025-12-02T16:05:11.297067
